date,type,description
2024-12-20,WEEKEND,Friday
2024-12-21,WEEKEND,Saturday
2024-12-27,WEEKEND,Friday
2024-12-28,WEEKEND,Saturday
2025-01-03,WEEKEND,Friday
2025-01-04,WEEKEND,Saturday
2025-01-10,WEEKEND,Friday
2025-01-11,WEEKEND,Saturday
2025-01-17,WEEKEND,Friday
2025-01-18,WEEKEND,Saturday
2025-01-24,WEEKEND,Friday
2025-01-25,WEEKEND,Saturday
2025-01-31,WEEKEND,Friday
2025-02-01,WEEKEND,Saturday
2025-02-07,WEEKEND,Friday
2025-02-08,WEEKEND,Saturday
2025-02-14,WEEKEND,Friday
2025-02-15,WEEKEND,Saturday
2025-02-21,WEEKEND,Friday
2025-02-22,CLOSED,Saudi Founding Day
2025-02-28,WEEKEND,Friday
2025-03-01,WEEKEND,Saturday
2025-03-07,WEEKEND,Friday
2025-03-08,WEEKEND,Saturday
2025-03-14,WEEKEND,Friday
2025-03-15,WEEKEND,Saturday
2025-03-21,WEEKEND,Friday
2025-03-22,WEEKEND,Saturday
2025-03-28,WEEKEND,Friday
2025-03-29,WEEKEND,Saturday
2025-03-30,CLOSED,Eid al-Fitr
2025-03-31,CLOSED,Eid al-Fitr
2025-04-01,CLOSED,Eid al-Fitr
2025-04-02,CLOSED,Eid al-Fitr
2025-04-03,CLOSED,Eid al-Fitr
2025-04-04,CLOSED,Eid al-Fitr
2025-04-05,WEEKEND,Saturday
2025-04-11,WEEKEND,Friday
2025-04-12,WEEKEND,Saturday
2025-04-18,WEEKEND,Friday
2025-04-19,WEEKEND,Saturday
2025-04-25,WEEKEND,Friday
2025-04-26,WEEKEND,Saturday
2025-05-02,WEEKEND,Friday
2025-05-03,WEEKEND,Saturday
2025-05-09,WEEKEND,Friday
2025-05-10,WEEKEND,Saturday
2025-05-16,WEEKEND,Friday
2025-05-17,WEEKEND,Saturday
2025-05-23,WEEKEND,Friday
2025-05-24,WEEKEND,Saturday
2025-05-30,WEEKEND,Friday
2025-05-31,WEEKEND,Saturday
2025-06-06,CLOSED,Eid al-Adha
2025-06-07,CLOSED,Eid al-Adha
2025-06-08,CLOSED,Eid al-Adha
2025-06-09,CLOSED,Eid al-Adha
2025-06-13,WEEKEND,Friday
2025-06-14,WEEKEND,Saturday
2025-06-20,WEEKEND,Friday
2025-06-21,WEEKEND,Saturday
2025-06-27,WEEKEND,Friday
2025-06-28,WEEKEND,Saturday
2025-07-04,WEEKEND,Friday
2025-07-05,WEEKEND,Saturday
2025-07-11,WEEKEND,Friday
2025-07-12,WEEKEND,Saturday
2025-07-18,WEEKEND,Friday
2025-07-19,WEEKEND,Saturday
2025-07-25,WEEKEND,Friday
2025-07-26,WEEKEND,Saturday
2025-08-01,WEEKEND,Friday
2025-08-02,WEEKEND,Saturday
2025-08-08,WEEKEND,Friday
2025-08-09,WEEKEND,Saturday
2025-08-15,WEEKEND,Friday
2025-08-16,WEEKEND,Saturday
2025-08-22,WEEKEND,Friday
2025-08-23,WEEKEND,Saturday
2025-08-29,WEEKEND,Friday
2025-08-30,WEEKEND,Saturday
2025-09-05,WEEKEND,Friday
2025-09-06,WEEKEND,Saturday
2025-09-12,WEEKEND,Friday
2025-09-13,WEEKEND,Saturday
2025-09-19,WEEKEND,Friday
2025-09-20,WEEKEND,Saturday
2025-09-23,CLOSED,Saudi National Day
2025-09-26,WEEKEND,Friday
2025-09-27,WEEKEND,Saturday
2025-10-03,WEEKEND,Friday
2025-10-04,WEEKEND,Saturday
2025-10-10,WEEKEND,Friday
2025-10-11,WEEKEND,Saturday
2025-10-17,WEEKEND,Friday
2025-10-18,WEEKEND,Saturday
2025-10-24,WEEKEND,Friday
2025-10-25,WEEKEND,Saturday
2025-10-31,WEEKEND,Friday
2025-11-01,WEEKEND,Saturday
2025-11-07,WEEKEND,Friday
2025-11-08,WEEKEND,Saturday
2025-11-14,WEEKEND,Friday
2025-11-15,WEEKEND,Saturday
2025-11-21,WEEKEND,Friday
2025-11-22,WEEKEND,Saturday
2025-11-28,WEEKEND,Friday
2025-11-29,WEEKEND,Saturday
2025-12-05,WEEKEND,Friday
2025-12-06,WEEKEND,Saturday
2025-12-12,WEEKEND,Friday
2025-12-13,WEEKEND,Saturday
2025-12-19,WEEKEND,Friday
2025-12-20,WEEKEND,Saturday
2025-12-26,WEEKEND,Friday
2025-12-27,WEEKEND,Saturday
2026-01-02,WEEKEND,Friday
2026-01-03,WEEKEND,Saturday
2026-01-09,WEEKEND,Friday
2026-01-10,WEEKEND,Saturday
2026-01-16,WEEKEND,Friday
2026-01-17,WEEKEND,Saturday
2026-01-23,WEEKEND,Friday
2026-01-24,WEEKEND,Saturday
2026-01-30,WEEKEND,Friday
2026-01-31,WEEKEND,Saturday
2026-02-06,WEEKEND,Friday
2026-02-07,WEEKEND,Saturday
2026-02-13,WEEKEND,Friday
2026-02-14,WEEKEND,Saturday
2026-02-20,WEEKEND,Friday
2026-02-21,WEEKEND,Saturday
2026-02-22,CLOSED,Saudi Founding Day
2026-02-27,WEEKEND,Friday
2026-02-28,WEEKEND,Saturday
2026-03-06,WEEKEND,Friday
2026-03-07,WEEKEND,Saturday
2026-03-13,WEEKEND,Friday
2026-03-14,WEEKEND,Saturday
2026-03-20,CLOSED,Eid al-Fitr
2026-03-21,CLOSED,Eid al-Fitr
2026-03-22,CLOSED,Eid al-Fitr
2026-03-23,CLOSED,Eid al-Fitr
2026-03-24,CLOSED,Eid al-Fitr
2026-03-25,CLOSED,Eid al-Fitr
2026-03-27,WEEKEND,Friday
2026-03-28,WEEKEND,Saturday
2026-04-03,WEEKEND,Friday
2026-04-04,WEEKEND,Saturday
2026-04-10,WEEKEND,Friday
2026-04-11,WEEKEND,Saturday
2026-04-17,WEEKEND,Friday
2026-04-18,WEEKEND,Saturday
2026-04-24,WEEKEND,Friday
2026-04-25,WEEKEND,Saturday
2026-05-01,WEEKEND,Friday
2026-05-02,WEEKEND,Saturday
2026-05-08,WEEKEND,Friday
2026-05-09,WEEKEND,Saturday
2026-05-15,WEEKEND,Friday
2026-05-16,WEEKEND,Saturday
2026-05-22,WEEKEND,Friday
2026-05-23,WEEKEND,Saturday
2026-05-27,CLOSED,Eid al-Adha
2026-05-28,CLOSED,Eid al-Adha
2026-05-29,CLOSED,Eid al-Adha
2026-05-30,CLOSED,Eid al-Adha
2026-06-05,WEEKEND,Friday
2026-06-06,WEEKEND,Saturday
2026-06-12,WEEKEND,Friday
2026-06-13,WEEKEND,Saturday
2026-06-19,WEEKEND,Friday
2026-06-20,WEEKEND,Saturday
2026-06-26,WEEKEND,Friday
2026-06-27,WEEKEND,Saturday
2026-07-03,WEEKEND,Friday
2026-07-04,WEEKEND,Saturday
2026-07-10,WEEKEND,Friday
2026-07-11,WEEKEND,Saturday
2026-07-17,WEEKEND,Friday
2026-07-18,WEEKEND,Saturday
2026-07-24,WEEKEND,Friday
2026-07-25,WEEKEND,Saturday
2026-07-31,WEEKEND,Friday
2026-08-01,WEEKEND,Saturday
2026-08-07,WEEKEND,Friday
2026-08-08,WEEKEND,Saturday
2026-08-14,WEEKEND,Friday
2026-08-15,WEEKEND,Saturday
2026-08-21,WEEKEND,Friday
2026-08-22,WEEKEND,Saturday
2026-08-28,WEEKEND,Friday
2026-08-29,WEEKEND,Saturday
2026-09-04,WEEKEND,Friday
2026-09-05,WEEKEND,Saturday
2026-09-11,WEEKEND,Friday
2026-09-12,WEEKEND,Saturday
2026-09-18,WEEKEND,Friday
2026-09-19,WEEKEND,Saturday
2026-09-23,CLOSED,Saudi National Day
2026-09-25,WEEKEND,Friday
2026-09-26,WEEKEND,Saturday
2026-10-02,WEEKEND,Friday
2026-10-03,WEEKEND,Saturday
2026-10-09,WEEKEND,Friday
2026-10-10,WEEKEND,Saturday
2026-10-16,WEEKEND,Friday
2026-10-17,WEEKEND,Saturday
2026-10-23,WEEKEND,Friday
2026-10-24,WEEKEND,Saturday
2026-10-30,WEEKEND,Friday
2026-10-31,WEEKEND,Saturday
2026-11-06,WEEKEND,Friday
2026-11-07,WEEKEND,Saturday
2026-11-13,WEEKEND,Friday
2026-11-14,WEEKEND,Saturday
2026-11-20,WEEKEND,Friday
2026-11-21,WEEKEND,Saturday
2026-11-27,WEEKEND,Friday
2026-11-28,WEEKEND,Saturday
2026-12-04,WEEKEND,Friday
2026-12-05,WEEKEND,Saturday
2026-12-11,WEEKEND,Friday
2026-12-12,WEEKEND,Saturday
2026-12-18,WEEKEND,Friday
2026-12-19,WEEKEND,Saturday
2026-12-25,WEEKEND,Friday
2026-12-26,WEEKEND,Saturday
2027-01-01,WEEKEND,Friday
2027-01-02,WEEKEND,Saturday
2027-01-08,WEEKEND,Friday
2027-01-09,WEEKEND,Saturday
2027-01-15,WEEKEND,Friday
2027-01-16,WEEKEND,Saturday
2027-01-22,WEEKEND,Friday
2027-01-23,WEEKEND,Saturday
2027-01-29,WEEKEND,Friday
2027-01-30,WEEKEND,Saturday
2027-02-05,WEEKEND,Friday
2027-02-06,WEEKEND,Saturday
2027-02-12,WEEKEND,Friday
2027-02-13,WEEKEND,Saturday
2027-02-19,WEEKEND,Friday
2027-02-20,WEEKEND,Saturday
2027-02-22,CLOSED,Saudi Founding Day
2027-02-26,WEEKEND,Friday
2027-02-27,WEEKEND,Saturday
2027-03-05,WEEKEND,Friday
2027-03-06,WEEKEND,Saturday
2027-03-09,CLOSED,Eid al-Fitr
2027-03-10,CLOSED,Eid al-Fitr
2027-03-11,CLOSED,Eid al-Fitr
2027-03-12,CLOSED,Eid al-Fitr
2027-03-13,CLOSED,Eid al-Fitr
2027-03-14,CLOSED,Eid al-Fitr
2027-03-19,WEEKEND,Friday
2027-03-20,WEEKEND,Saturday
2027-03-26,WEEKEND,Friday
2027-03-27,WEEKEND,Saturday
2027-04-02,WEEKEND,Friday
2027-04-03,WEEKEND,Saturday
2027-04-09,WEEKEND,Friday
2027-04-10,WEEKEND,Saturday
2027-04-16,WEEKEND,Friday
2027-04-17,WEEKEND,Saturday
2027-04-23,WEEKEND,Friday
2027-04-24,WEEKEND,Saturday
2027-04-30,WEEKEND,Friday
2027-05-01,WEEKEND,Saturday
2027-05-07,WEEKEND,Friday
2027-05-08,WEEKEND,Saturday
2027-05-14,WEEKEND,Friday
2027-05-15,WEEKEND,Saturday
2027-05-16,CLOSED,Eid al-Adha
2027-05-17,CLOSED,Eid al-Adha
2027-05-18,CLOSED,Eid al-Adha
2027-05-19,CLOSED,Eid al-Adha
2027-05-21,WEEKEND,Friday
2027-05-22,WEEKEND,Saturday
2027-05-28,WEEKEND,Friday
2027-05-29,WEEKEND,Saturday
2027-06-04,WEEKEND,Friday
2027-06-05,WEEKEND,Saturday
2027-06-11,WEEKEND,Friday
2027-06-12,WEEKEND,Saturday
2027-06-18,WEEKEND,Friday
2027-06-19,WEEKEND,Saturday
2027-06-25,WEEKEND,Friday
2027-06-26,WEEKEND,Saturday
2027-07-02,WEEKEND,Friday
2027-07-03,WEEKEND,Saturday
2027-07-09,WEEKEND,Friday
2027-07-10,WEEKEND,Saturday
2027-07-16,WEEKEND,Friday
2027-07-17,WEEKEND,Saturday
2027-07-23,WEEKEND,Friday
2027-07-24,WEEKEND,Saturday
2027-07-30,WEEKEND,Friday
2027-07-31,WEEKEND,Saturday
2027-08-06,WEEKEND,Friday
2027-08-07,WEEKEND,Saturday
2027-08-13,WEEKEND,Friday
2027-08-14,WEEKEND,Saturday
2027-08-20,WEEKEND,Friday
2027-08-21,WEEKEND,Saturday
2027-08-27,WEEKEND,Friday
2027-08-28,WEEKEND,Saturday
2027-09-03,WEEKEND,Friday
2027-09-04,WEEKEND,Saturday
2027-09-10,WEEKEND,Friday
2027-09-11,WEEKEND,Saturday
2027-09-17,WEEKEND,Friday
2027-09-18,WEEKEND,Saturday
2027-09-23,CLOSED,Saudi National Day
2027-09-24,WEEKEND,Friday
2027-09-25,WEEKEND,Saturday
2027-10-01,WEEKEND,Friday
2027-10-02,WEEKEND,Saturday
2027-10-08,WEEKEND,Friday
2027-10-09,WEEKEND,Saturday
2027-10-15,WEEKEND,Friday
2027-10-16,WEEKEND,Saturday
2027-10-22,WEEKEND,Friday
2027-10-23,WEEKEND,Saturday
2027-10-29,WEEKEND,Friday
2027-10-30,WEEKEND,Saturday
2027-11-05,WEEKEND,Friday
2027-11-06,WEEKEND,Saturday
2027-11-12,WEEKEND,Friday
2027-11-13,WEEKEND,Saturday
2027-11-19,WEEKEND,Friday
2027-11-20,WEEKEND,Saturday
2027-11-26,WEEKEND,Friday
2027-11-27,WEEKEND,Saturday
2027-12-03,WEEKEND,Friday
2027-12-04,WEEKEND,Saturday
2027-12-10,WEEKEND,Friday
2027-12-11,WEEKEND,Saturday
2027-12-17,WEEKEND,Friday
2027-12-18,WEEKEND,Saturday
2027-12-24,WEEKEND,Friday
2027-12-25,WEEKEND,Saturday
2027-12-31,WEEKEND,Friday
2028-01-01,WEEKEND,Saturday
2028-01-07,WEEKEND,Friday
2028-01-08,WEEKEND,Saturday
2028-01-14,WEEKEND,Friday
2028-01-15,WEEKEND,Saturday
2028-01-21,WEEKEND,Friday
2028-01-22,WEEKEND,Saturday
2028-01-28,WEEKEND,Friday
2028-01-29,WEEKEND,Saturday
2028-02-04,WEEKEND,Friday
2028-02-05,WEEKEND,Saturday
2028-02-11,WEEKEND,Friday
2028-02-12,WEEKEND,Saturday
2028-02-18,WEEKEND,Friday
2028-02-19,WEEKEND,Saturday
2028-02-22,CLOSED,Saudi Founding Day
2028-02-25,WEEKEND,Friday
2028-02-26,CLOSED,Eid al-Fitr
2028-02-27,CLOSED,Eid al-Fitr
2028-02-28,CLOSED,Eid al-Fitr
2028-02-29,CLOSED,Eid al-Fitr
2028-03-01,CLOSED,Eid al-Fitr
2028-03-02,CLOSED,Eid al-Fitr
2028-03-03,WEEKEND,Friday
2028-03-04,WEEKEND,Saturday
2028-03-10,WEEKEND,Friday
2028-03-11,WEEKEND,Saturday
2028-03-17,WEEKEND,Friday
2028-03-18,WEEKEND,Saturday
2028-03-24,WEEKEND,Friday
2028-03-25,WEEKEND,Saturday
2028-03-31,WEEKEND,Friday
2028-04-01,WEEKEND,Saturday
2028-04-07,WEEKEND,Friday
2028-04-08,WEEKEND,Saturday
2028-04-14,WEEKEND,Friday
2028-04-15,WEEKEND,Saturday
2028-04-21,WEEKEND,Friday
2028-04-22,WEEKEND,Saturday
2028-04-28,WEEKEND,Friday
2028-04-29,WEEKEND,Saturday
2028-05-05,CLOSED,Eid al-Adha
2028-05-06,CLOSED,Eid al-Adha
2028-05-07,CLOSED,Eid al-Adha
2028-05-08,CLOSED,Eid al-Adha
2028-05-12,WEEKEND,Friday
2028-05-13,WEEKEND,Saturday
2028-05-19,WEEKEND,Friday
2028-05-20,WEEKEND,Saturday
2028-05-26,WEEKEND,Friday
2028-05-27,WEEKEND,Saturday
2028-06-02,WEEKEND,Friday
2028-06-03,WEEKEND,Saturday
2028-06-09,WEEKEND,Friday
2028-06-10,WEEKEND,Saturday
2028-06-16,WEEKEND,Friday
2028-06-17,WEEKEND,Saturday
2028-06-23,WEEKEND,Friday
2028-06-24,WEEKEND,Saturday
2028-06-30,WEEKEND,Friday
2028-07-01,WEEKEND,Saturday
2028-07-07,WEEKEND,Friday
2028-07-08,WEEKEND,Saturday
2028-07-14,WEEKEND,Friday
2028-07-15,WEEKEND,Saturday
2028-07-21,WEEKEND,Friday
2028-07-22,WEEKEND,Saturday
2028-07-28,WEEKEND,Friday
2028-07-29,WEEKEND,Saturday
2028-08-04,WEEKEND,Friday
2028-08-05,WEEKEND,Saturday
2028-08-11,WEEKEND,Friday
2028-08-12,WEEKEND,Saturday
2028-08-18,WEEKEND,Friday
2028-08-19,WEEKEND,Saturday
2028-08-25,WEEKEND,Friday
2028-08-26,WEEKEND,Saturday
2028-09-01,WEEKEND,Friday
2028-09-02,WEEKEND,Saturday
2028-09-08,WEEKEND,Friday
2028-09-09,WEEKEND,Saturday
2028-09-15,WEEKEND,Friday
2028-09-16,WEEKEND,Saturday
2028-09-22,WEEKEND,Friday
2028-09-23,CLOSED,Saudi National Day
2028-09-29,WEEKEND,Friday
2028-09-30,WEEKEND,Saturday
2028-10-06,WEEKEND,Friday
2028-10-07,WEEKEND,Saturday
2028-10-13,WEEKEND,Friday
2028-10-14,WEEKEND,Saturday
2028-10-20,WEEKEND,Friday
2028-10-21,WEEKEND,Saturday
2028-10-27,WEEKEND,Friday
2028-10-28,WEEKEND,Saturday
2028-11-03,WEEKEND,Friday
2028-11-04,WEEKEND,Saturday
2028-11-10,WEEKEND,Friday
2028-11-11,WEEKEND,Saturday
2028-11-17,WEEKEND,Friday
2028-11-18,WEEKEND,Saturday
2028-11-24,WEEKEND,Friday
2028-11-25,WEEKEND,Saturday
2028-12-01,WEEKEND,Friday
2028-12-02,WEEKEND,Saturday
2028-12-08,WEEKEND,Friday
2028-12-09,WEEKEND,Saturday
2028-12-15,WEEKEND,Friday
2028-12-16,WEEKEND,Saturday
2028-12-22,WEEKEND,Friday
2028-12-23,WEEKEND,Saturday
2028-12-29,WEEKEND,Friday
2028-12-30,WEEKEND,Saturday
2029-01-05,WEEKEND,Friday
2029-01-06,WEEKEND,Saturday
2029-01-12,WEEKEND,Friday
2029-01-13,WEEKEND,Saturday
2029-01-19,WEEKEND,Friday
2029-01-20,WEEKEND,Saturday
2029-01-26,WEEKEND,Friday
2029-01-27,WEEKEND,Saturday
2029-02-02,WEEKEND,Friday
2029-02-03,WEEKEND,Saturday
2029-02-09,WEEKEND,Friday
2029-02-10,WEEKEND,Saturday
2029-02-14,CLOSED,Eid al-Fitr
2029-02-15,CLOSED,Eid al-Fitr
2029-02-16,CLOSED,Eid al-Fitr
2029-02-17,CLOSED,Eid al-Fitr
2029-02-18,CLOSED,Eid al-Fitr
2029-02-19,CLOSED,Eid al-Fitr
2029-02-22,CLOSED,Saudi Founding Day
2029-02-23,WEEKEND,Friday
2029-02-24,WEEKEND,Saturday
2029-03-02,WEEKEND,Friday
2029-03-03,WEEKEND,Saturday
2029-03-09,WEEKEND,Friday
2029-03-10,WEEKEND,Saturday
2029-03-16,WEEKEND,Friday
2029-03-17,WEEKEND,Saturday
2029-03-23,WEEKEND,Friday
2029-03-24,WEEKEND,Saturday
2029-03-30,WEEKEND,Friday
2029-03-31,WEEKEND,Saturday
2029-04-06,WEEKEND,Friday
2029-04-07,WEEKEND,Saturday
2029-04-13,WEEKEND,Friday
2029-04-14,WEEKEND,Saturday
2029-04-20,WEEKEND,Friday
2029-04-21,WEEKEND,Saturday
2029-04-24,CLOSED,Eid al-Adha
2029-04-25,CLOSED,Eid al-Adha
2029-04-26,CLOSED,Eid al-Adha
2029-04-27,CLOSED,Eid al-Adha
2029-04-28,WEEKEND,Saturday
2029-05-04,WEEKEND,Friday
2029-05-05,WEEKEND,Saturday
2029-05-11,WEEKEND,Friday
2029-05-12,WEEKEND,Saturday
2029-05-18,WEEKEND,Friday
2029-05-19,WEEKEND,Saturday
2029-05-25,WEEKEND,Friday
2029-05-26,WEEKEND,Saturday
2029-06-01,WEEKEND,Friday
2029-06-02,WEEKEND,Saturday
2029-06-08,WEEKEND,Friday
2029-06-09,WEEKEND,Saturday
2029-06-15,WEEKEND,Friday
2029-06-16,WEEKEND,Saturday
2029-06-22,WEEKEND,Friday
2029-06-23,WEEKEND,Saturday
2029-06-29,WEEKEND,Friday
2029-06-30,WEEKEND,Saturday
2029-07-06,WEEKEND,Friday
2029-07-07,WEEKEND,Saturday
2029-07-13,WEEKEND,Friday
2029-07-14,WEEKEND,Saturday
2029-07-20,WEEKEND,Friday
2029-07-21,WEEKEND,Saturday
2029-07-27,WEEKEND,Friday
2029-07-28,WEEKEND,Saturday
2029-08-03,WEEKEND,Friday
2029-08-04,WEEKEND,Saturday
2029-08-10,WEEKEND,Friday
2029-08-11,WEEKEND,Saturday
2029-08-17,WEEKEND,Friday
2029-08-18,WEEKEND,Saturday
2029-08-24,WEEKEND,Friday
2029-08-25,WEEKEND,Saturday
2029-08-31,WEEKEND,Friday
2029-09-01,WEEKEND,Saturday
2029-09-07,WEEKEND,Friday
2029-09-08,WEEKEND,Saturday
2029-09-14,WEEKEND,Friday
2029-09-15,WEEKEND,Saturday
2029-09-21,WEEKEND,Friday
2029-09-22,WEEKEND,Saturday
2029-09-23,CLOSED,Saudi National Day
2029-09-28,WEEKEND,Friday
2029-09-29,WEEKEND,Saturday
2029-10-05,WEEKEND,Friday
2029-10-06,WEEKEND,Saturday
2029-10-12,WEEKEND,Friday
2029-10-13,WEEKEND,Saturday
2029-10-19,WEEKEND,Friday
2029-10-20,WEEKEND,Saturday
2029-10-26,WEEKEND,Friday
2029-10-27,WEEKEND,Saturday
2029-11-02,WEEKEND,Friday
2029-11-03,WEEKEND,Saturday
2029-11-09,WEEKEND,Friday
2029-11-10,WEEKEND,Saturday
2029-11-16,WEEKEND,Friday
2029-11-17,WEEKEND,Saturday
2029-11-23,WEEKEND,Friday
2029-11-24,WEEKEND,Saturday
2029-11-30,WEEKEND,Friday
2029-12-01,WEEKEND,Saturday
2029-12-07,WEEKEND,Friday
2029-12-08,WEEKEND,Saturday
2029-12-14,WEEKEND,Friday
2029-12-15,WEEKEND,Saturday
2029-12-21,WEEKEND,Friday
2029-12-22,WEEKEND,Saturday
2029-12-28,WEEKEND,Friday
2029-12-29,WEEKEND,Saturday
2030-01-04,WEEKEND,Friday
