date,type,description
2010-10-24,WEEKEND,Sunday
2010-10-30,WEEKEND,Saturday
2010-10-31,WEEKEND,Sunday
2010-11-06,WEEKEND,Saturday
2010-11-07,WEEKEND,Sunday
2010-11-13,WEEKEND,Saturday
2010-11-14,WEEKEND,Sunday
2010-11-20,WEEKEND,Saturday
2010-11-21,WEEKEND,Sunday
2010-11-25,CLOSED,Thanksgiving Day
2010-11-27,WEEKEND,Saturday
2010-11-28,WEEKEND,Sunday
2010-12-04,WEEKEND,Saturday
2010-12-05,WEEKEND,Sunday
2010-12-11,WEEKEND,Saturday
2010-12-12,WEEKEND,Sunday
2010-12-18,WEEKEND,Saturday
2010-12-19,WEEKEND,Sunday
2010-12-25,CLOSED,Christmas Day
2010-12-26,WEEKEND,Sunday
2011-01-01,CLOSED,New Year's Day
2011-01-02,WEEKEND,Sunday
2011-01-08,WEEKEND,Saturday
2011-01-09,WEEKEND,Sunday
2011-01-15,WEEKEND,Saturday
2011-01-16,WEEKEND,Sunday
2011-01-22,WEEKEND,Saturday
2011-01-23,WEEKEND,Sunday
2011-01-29,WEEKEND,Saturday
2011-01-30,WEEKEND,Sunday
2011-02-05,WEEKEND,Saturday
2011-02-06,WEEKEND,Sunday
2011-02-12,WEEKEND,Saturday
2011-02-13,WEEKEND,Sunday
2011-02-19,WEEKEND,Saturday
2011-02-20,WEEKEND,Sunday
2011-02-26,WEEKEND,Saturday
2011-02-27,WEEKEND,Sunday
2011-03-05,WEEKEND,Saturday
2011-03-06,WEEKEND,Sunday
2011-03-12,WEEKEND,Saturday
2011-03-13,WEEKEND,Sunday
2011-03-19,WEEKEND,Saturday
2011-03-20,WEEKEND,Sunday
2011-03-26,WEEKEND,Saturday
2011-03-27,WEEKEND,Sunday
2011-04-02,WEEKEND,Saturday
2011-04-03,WEEKEND,Sunday
2011-04-09,WEEKEND,Saturday
2011-04-10,WEEKEND,Sunday
2011-04-16,WEEKEND,Saturday
2011-04-17,WEEKEND,Sunday
2011-04-23,WEEKEND,Saturday
2011-04-24,WEEKEND,Sunday
